club_id,league,possession_pct,ppda,directness_idx,line_height_m
167,Bundesliga,43.78155974494454,14.425735294117647,0.3455788123256819,54.55882352941177
27,Bundesliga,66.51472649605282,15.983088235294119,0.40511333674087685,65.0
10,Bundesliga,41.244661353725036,14.547058823529412,0.328402366378103,52.205882352941174
80,Bundesliga,46.34232952899776,14.28235294117647,0.34329501889402675,52.23529411764706
105,Bundesliga,42.05020916103535,14.375,0.28855721321254424,53.88235294117647
16,Bundesliga,55.887454219331765,15.725,0.40758620675600477,60.67647058823529
24,Bundesliga,50.608225516391535,14.577941176470588,0.36054940848510136,59.088235294117645
38,Bundesliga,46.90462908705821,14.686029411764705,0.3424494645155179,57.23529411764706
60,Bundesliga,44.987468663625584,14.915441176470587,0.3796259449344903,54.588235294117645
65,Bundesliga,38.44252158412544,14.242647058823529,0.3536977480588497,53.17647058823529
42,Bundesliga,40.33970271726146,14.758823529411764,0.32105263073407203,49.11764705882352
2036,Bundesliga,43.46846841951749,14.110294117647058,0.30829015464173537,56.0
44,Bundesliga,44.51017509595121,14.216176470588234,0.3678894203254176,53.28235294117647
533,Bundesliga,50.169855167142885,14.498529411764707,0.369565217259599,54.91176470588235
15,Bundesliga,57.120713029040736,15.140441176470588,0.40128900936184225,62.411764705882355
18,Bundesliga,48.48808252428174,15.290441176470589,0.388114453269217,56.23529411764706
39,Bundesliga,49.702712736956016,13.827941176470588,0.3398130839851166,56.029411764705884
127,Bundesliga,46.55172408776754,14.573529411764707,0.30555555484825103,47.529411764705884
23826,Bundesliga,60.309278338558826,14.855882352941176,0.40039447718593213,62.5
33,Bundesliga,43.09706802075233,14.56360294117647,0.3196829588377259,53.088235294117645
35,Bundesliga,50.23852115377504,14.232394366197184,0.3465875368862982,59.12676056338028
79,Bundesliga,50.45223912410054,15.208823529411765,0.35417577597106437,56.49411764705882
89,Bundesliga,48.76255818457179,14.128823529411765,0.3603015073566324,57.55294117647059
86,Bundesliga,45.314969508847376,14.562941176470588,0.36522172378414464,52.82352941176471
82,Bundesliga,50.72293863799864,14.586764705882352,0.3671032356058925,53.44117647058823
1108,La Liga,45.29974339974346,13.62657894736842,0.30844490200389035,54.136842105263156
3302,La Liga,44.79065236378255,14.552631578947368,0.35217391266068054,50.631578947368425
621,La Liga,52.77231615163737,13.89342105263158,0.34202682550595126,61.578947368421055
13,La Liga,53.57277881785013,14.414473684210527,0.37297106550001025,58.60526315789474
131,La Liga,60.050614595074,15.01842105263158,0.40216736893372446,64.36842105263158
150,La Liga,51.86011903797244,14.556578947368422,0.3536585364585156,55.28947368421053
2687,La Liga,43.23782233718114,13.984210526315788,0.31013916480441406,56.118421052631575
940,La Liga,49.26070037952126,14.078947368421053,0.3601895733174607,58.131578947368425
1533,La Liga,56.98051945739427,13.89342105263158,0.30982905960838386,60.84210526315789
1531,La Liga,39.384495504719716,13.814473684210526,0.32443125586109667,55.368421052631575
714,La Liga,45.92632426837152,14.061184210526315,0.3366510536670661,54.89473684210526
3709,La Liga,50.71729956735922,12.535526315789474,0.3202995006987107,60.28947368421053
12321,La Liga,46.77137869222639,14.544736842105262,0.3805970146413455,57.05263157894737
16795,La Liga,44.29492569545979,13.738486842105264,0.3297468352343374,55.526315789473685
5358,La Liga,49.63338970691856,13.439473684210526,0.3249999996306818,56.55263157894737
472,La Liga,46.81872743479145,15.132894736842104,0.32051281969099277,52.684210526315795
1244,La Liga,52.86069648453936,13.297368421052632,0.3317647054920415,60.73684210526316
3368,La Liga,43.08200049680579,13.999013157894737,0.34885091317097766,55.01315789473684
237,La Liga,45.36750209930512,13.368421052631579,0.32216014877581617,59.0
331,La Liga,49.548506587277494,13.752105263157894,0.3102803736867849,57.51578947368421
418,La Liga,60.76611541330305,15.130921052631578,0.37683976662681484,62.39473684210526
368,La Liga,52.160493817690536,14.15592105263158,0.3320570830727264,59.578947368421055
681,La Liga,52.65978561876542,13.534210526315789,0.35280814159336293,61.684210526315795
1049,La Liga,46.48019522311241,14.157894736842106,0.34369951520852204,57.526315789473685
366,La Liga,44.11683658194631,14.149999999999999,0.3247970016709575,54.46052631578947
367,La Liga,53.063427785947795,13.498684210526315,0.3112919632190783,57.85526315789474
1050,La Liga,49.138381192491146,14.35328947368421,0.37088204025119303,55.28947368421053
1147,Ligue 1,43.10810804985391,13.59342105263158,0.27899686432916343,59.473684210526315
1416,Ligue 1,40.74558532325337,13.720454545454544,0.3226324232381502,56.18181818181818
290,Ligue 1,47.444444391728396,14.517105263157895,0.29742388689127897,53.315789473684205
40,Ligue 1,46.58169175939117,14.17218309859155,0.3345771142197903,53.16901408450704
3911,Ligue 1,48.172987962957215,14.490056818181818,0.3466154583069537,55.38636363636363
1162,Ligue 1,38.49658309966221,13.35657894736842,0.28698224767165015,51.26315789473684
3524,Ligue 1,45.73874207452969,15.070454545454545,0.34011391347427666,59.43636363636364
2969,Ligue 1,43.536632127527184,13.790865384615383,0.29955947110170966,51.5
14171,Ligue 1,48.79943501676095,14.337941176470588,0.3531114325358845,54.34117647058824
855,Ligue 1,47.16553282634293,14.256578947368421,0.2788461531758506,60.10526315789474
738,Ligue 1,45.93639570561084,14.269117647058824,0.31538461457593686,58.294117647058826
826,Ligue 1,55.13318533431377,14.219932432432433,0.3512833415443969,60.013513513513516
1082,Ligue 1,57.210063395948026,14.391822429906542,0.3764747942879962,60.71028037383177
1158,Ligue 1,44.69532098892945,14.682094594594595,0.3566646376404962,55.22972972972973
1041,Ligue 1,54.974734264684656,14.480140186915888,0.3838351821287369,59.50467289719626
244,Ligue 1,55.4941803007508,14.486448598130842,0.33345183066709855,59.757009345794394
347,Ligue 1,42.67968055525594,14.189130434782609,0.3250173247920878,50.82608695652174
162,Ligue 1,53.24029821195941,14.086915887850466,0.3813285456440472,60.626168224299064
969,Ligue 1,46.56019655202523,14.116355140186915,0.36562382195038684,55.55140186915888
995,Ligue 1,49.930596857043305,14.105841121495327,0.33598093711835547,56.5607476635514
1160,Ligue 1,48.167938912913,14.513461538461538,0.33993660828848127,57.55769230769231
10004,Ligue 1,58.267004330993664,15.035211267605634,0.4067059918017057,61.859154929577464
1421,Ligue 1,47.62463342177426,14.21728971962617,0.33538587835164785,55.49532710280374
1423,Ligue 1,55.43207509955316,14.349766355140186,0.3491185619256417,60.401869158878505
667,Ligue 1,50.523721493012175,13.961971830985917,0.3491869917279728,57.183098591549296
415,Ligue 1,44.80266813651955,13.703260869565216,0.3424317615741738,54.30434782608695
1095,Ligue 1,41.71094578017484,15.014473684210525,0.346496814845227,51.184210526315795
1039,Premier League,49.51188984993445,14.5025,0.3417593527089184,58.13333333333333
11,Premier League,55.423580776345226,15.450657894736842,0.34699022995682627,59.44736842105263
405,Premier League,48.66474937373361,14.97657894736842,0.35457999140794433,53.44210526315789
989,Premier League,43.65239293610771,15.248355263157894,0.3473744948947637,48.026315789473685
1148,Premier League,44.885391705478824,15.62236842105263,0.3719512192286957,51.0
1237,Premier League,51.80995474211451,15.05,0.3305340946152052,57.0
1132,Premier League,39.81818181013774,15.32,0.3277524097779034,47.757894736842104
603,Premier League,42.206477690074415,15.452631578947368,0.3021582726566948,44.94736842105263
631,Premier League,59.32556925789578,15.245394736842105,0.3556987986065928,60.76315789473684
873,Premier League,46.10437338366329,14.992763157894736,0.33838182529359034,53.34210526315789
29,Premier League,47.99369194883587,15.04407894736842,0.33990507472073567,52.21052631578947
931,Premier League,47.204968931882775,14.961184210526316,0.3355263156055228,53.98684210526316
1110,Premier League,43.47826082230624,15.026315789473685,0.2949999992625,59.1578947368421
399,Premier League,46.8939152446977,14.663157894736841,0.3383152171614706,55.684210526315795
1003,Premier League,50.884295748799424,15.376842105263158,0.36850921257600117,53.97894736842105
31,Premier League,65.36397181057296,15.51578947368421,0.363356427928315,64.60526315789474
1031,Premier League,39.68692445701019,14.753947368421052,0.32714617093469567,50.315789473684205
350,Premier League,52.28336290910386,14.998684210526315,0.3848765430910875,53.631578947368425
762,Premier League,47.76170211952992,15.338157894736842,0.34675694927057843,52.81578947368421
1123,Premier League,38.75123883114408,15.742763157894736,0.30690537045152766,45.026315789473685
703,Premier League,43.33333331040564,14.83092105263158,0.3247863243897603,47.55263157894737
180,Premier League,48.698963391432414,14.96,0.3566463942846888,53.22105263157895
148,Premier League,50.39238603266114,15.123026315789474,0.37673956249942364,53.868421052631575
1010,Premier League,44.70588233700325,14.643421052631577,0.31738436976285134,52.0
984,Premier League,36.20873265579475,15.215789473684211,0.32941176373702424,43.8421052631579
379,Premier League,45.660313130418594,15.723026315789474,0.3496086469065939,53.5
543,Premier League,47.3174232823762,14.976973684210527,0.3299203639249449,55.55263157894737
800,Serie A,59.39226518243236,14.067105263157895,0.43472868203574305,64.39473684210526
4171,Serie A,43.63177800298641,14.090789473684211,0.4739884379364496,49.684210526315795
1025,Serie A,49.270209571618594,14.082894736842105,0.41511583729011936,57.28947368421053
19,Serie A,36.93045559121049,14.149999999999999,0.5194805177938945,47.78947368421053
1390,Serie A,44.701527060457764,13.813684210526315,0.3892339542498789,52.46315789473684
862,Serie A,37.466666616711116,13.202631578947368,0.4839857634021859,43.8421052631579
2239,Serie A,44.35946458474238,14.564473684210526,0.2823275855984319,53.1578947368421
4083,Serie A,37.92298712027657,13.676315789473684,0.4461538447810651,50.0
749,Serie A,42.02392820487938,14.330592105263158,0.35824436514932123,50.828947368421055
430,Serie A,56.68763952573824,14.067105263157895,0.4092373790156687,61.921052631578945
8970,Serie A,43.65035731520046,14.422368421052632,0.3828715360417235,55.684210526315795
252,Serie A,42.91187738436018,13.75921052631579,0.4196428569086814,54.642105263157895
46,Serie A,59.89773556247302,14.469736842105263,0.4332317071849903,62.86842105263158
506,Serie A,55.96228507007537,14.292105263157895,0.41625371641352704,57.578947368421055
398,Serie A,52.25731446381373,14.544736842105262,0.45606229126582787,59.23684210526316
1005,Serie A,47.220242321019164,14.078947368421053,0.34792452803930224,51.421052631578945
2919,Serie A,45.588235270174245,14.392763157894738,0.3145161286699123,56.1578947368421
6195,Serie A,61.750088735933595,15.194078947368421,0.425122161418476,62.86842105263158
130,Serie A,40.2482979414304,13.968421052631578,0.46865671595158537,49.89473684210527
12,Serie A,56.28425627361855,14.20328947368421,0.4338482201363841,60.026315789473685
380,Serie A,40.56224898240889,14.422368421052632,0.3110561053539141,50.0
1038,Serie A,44.452313492811065,13.979473684210525,0.43866170980421576,52.43157894736842
6574,Serie A,49.78284472497595,14.560526315789474,0.42348236989331794,53.921052631578945
2722,Serie A,42.41842607650772,13.990131578947368,0.4539969827239865,49.28947368421053
3522,Serie A,41.74477287608336,13.625,0.37132987878123497,56.68421052631579
416,Serie A,49.9090357691714,13.307236842105263,0.40623734288933283,56.5
410,Serie A,48.10831571958742,14.025657894736842,0.38722554874761456,50.526315789473685
607,Serie A,34.37806069110866,13.818421052631578,0.3418803409063238,43.684210526315795
276,Serie A,45.773524710463995,13.342368421052631,0.39920358367386577,55.084210526315786
